Lyric,Label
"Sota mono tratao no trateja mon
Uto traja satija totaja tom
Ima toja satao no trateja mon
Uto traja satija tom, satija tom
Sadom sadom
Sadom sadom

Una torti sadom
Una parki sadom

Ii. suta mono tratao na trateja ton
Uto traja satija totaja ton
Ima toja satao uno trateja ton
Uto traja satija tom, satija tom
Sadom sadom
Sadom, sadom

Una torti sadom
Una parki sadom",5
"You saw sagacious Solomon
You know what came of him
To him, complexities seemed plain
He cursed the hour that gave birth to him
And saw that everything was vain
How great and wise was Solomon
The world, however, did not wait
But soon observed what followed on
It's wisdom that had brought him to this state
How fortunate the man with none

You saw courageous Caesar next
You know what he became
They deified him in his life
Then had him murdered just the same
And as they raised the fatal knife
How loud he cried ""you too my son!""
The world, however, did not wait
But soon observed what followed on
It's courage that had brought him to that state
How fortunate the man with none

You heard of honest Socrates
The man who never lied
They weren't so grateful as you'd think
Instead the rulers fixed to have him tried
And handed him the poisoned drink
How honest was the people's noble son
The world, however, did not wait
But soon observed what followed on
It's honesty that brought him to that state
How fortunate the man with none

Here you can see respectable folk
Keeping to God's own laws
So far he hasn't taken heed
You who sit safe and warm indoors
Help to relieve out bitter need
How virtuously we had begun
The world, however, did not wait
But soon observed what followed on
It's fear of God that brought us to that state
How fortunate the man with none",7
"Farewell, now, my sister
Up ahead there lies your road
And your conscience walks beside you
It's the best friend you'll ever know

And the past is now your future
It bears witness to your soul
Make sure that the love you offer up
Does not fall on barren soil

For the wind cries of late
In the whispering grass
Our way of life is held
In the spinning wheels of chance

I believe in a way of long ago
And the sounds I believe rose our glow
And we're changing our ways

Yes, we are taking on different roads
Tell me more about the forest
That you once called home

For the wind cries of late
In the whispering leaves
And the sun will turn to waste
The heavens we build above

Father, teach your children
To treat our mother well
If we give her back her diamonds
She will offer up her pearl

We must sing her creation song
Jeune du monde
Invoke the spirits that feed us
This dreaming takes too long

But I'm not bitter, no, I'm surviving
To face the world, to raise the future
So why don't you tell me, come on and tell me
About the world you left behind
Can you tell me?

",5
"I thought that you knew it all
Well you've seen it ten times before.
I thought that you had it down
With both your feet on the ground.
I love slow ... slow but deep.
Feigned affections wash over me.
Dream on my dear
And renounce temporal obligations.
Dream on my dear
It's a sleep from which you may not awaken.

You build me up then you knock me down.
You play the fool while I play the clown.
We keep time to the beat of an old slave drum.
You raise my hopes then you raise the odds
You tell me that I dream too much
Now I'm serving time in disillusionment.

I don't believe you anymore ... I don't believe you.

I thought that I knew it all
I'd seen all the signs before.
I thought that you were the one
In darkness my heart was won.

You build me up then you knock me down.
You play the fool while I play the clown.
We keep time to the beat of an old slave drum.
You raise my hopes then you raise the odds
You tell me that I dream too much
Now I'm serving time in a domestic graveyard.

I don't believe you anymore ... I don't believe you.

Never let it be said I was untrue
I never found a home inside of you.
Never let it be said I was untrue
I gave you all my time.
",5
"Migan asbet rafighe rooze jange
Mo migooyom azoo behtar tofange
Svaare bi tofang ghodrat nadaare
Svaar vaghti tofang daare svaare

Tofange daste noghream raa forookhtam
Baraaye del ghabaaye terme dookhtam
Ferestaadom baraayom pas ferestaad
Tofange daste noghream daad-o-bidaad
",5
"I need my conscience to keep watch over me
To protect me from myself
So I can wear honesty like a crown on my head
When I walk into the promised land

We've been too long American dreaming
And I think we've all lost the way
Forlorn somnambulistic maniacal in the dark

I'm in love with an American girl
Though she's my best friend
I love her surreptitious smile
That hides the pain within her

And we'll go dancing in the rings of laughter
And live along by the shores

Yeah-ee, on the lea the rising wind blows
Fay-hee, on the lea the rising wind blows
How long how long?

(?) In the grounds of (?) we've left behind
Turned back by the foot of the doorway
Never lost and found

We've been too long American dreaming
I think we've all lost the heart
(?) Somnambulistic maniacal in the dark

Yeah-ee, on the lea the rising wind blows
Fay-hee, on the lea the rising wind blows
How long how long?",5
"Favored one, fade on, see them run
Journey 'round, heave ho all night long
You've been afraid for far too long
I've been enraged in my song
I've been a rose in my rage
I've been a rose
I've been a rose
I've been a rose
Canaan ran, since her desert song
Canaan ran, rides on the bird song
You've been afraid for far too long
I've been enraged in my songs
I've been a rose
I've been a rage
I've been a rose
I've been a rage
I've been a rose",6
"I am stretched on your grave
And will lie there forever
With your hands held in mine
I'd be sure, we'd not sever

My apple tree, my brightness
'Tis time we were together
For I smell of the earth
And am stained by the weather

When my family thinks
That I'm safe in my bed
From night until morning
I am stretched at your head

Calling out to the air
With tears both hot and wild
Oh, I grieve for the girl
That I loved as a child

The priests and the friars
Behold me in dread
Because I still love you
My love and you're dead

I would still be your shelter
From rain and from storm
And with you in your cold grave
I cannot sleep warm
",6
"Ever loved a woman who made you feel tall?
Ever loved a man who made you feel small?

If you were a sailor
I'd raise the anchor
To sail the sea
In search of you and me
And God

Conjures currents to break our fragile boats
And both the innocent and the damned
Are swallowed up in his wake

If you were a huntress
I'd be your bow
For your silver arrows
To seek out his heart

Ever loved a woman who made you feel tall?
Ever loved a man who made you feel small?

Who are you to complain
For lack of understanding?
We are all created equal
In just one thing alone

Alone in your thoughts that consume you through your life
They'll take you outwards to the dark edge of time

And there's nothing more dangerous
Than a man with nothing to lose
Nothing to live for
And nothing to prove",6
"From the body to the soul
Where our hearts lead we must go
Wherever love may flow",8
"I sat within the valley green
I sat me with my true love.
My sad heart strove the two between
The old love and the new love.
The old for her the new
That made me think on Ireland dearly.
While the soft wind blew down the glade
and shook the golden barley. 
'Twas hard the woeful words to frame
To break the ties that bound us.
But harder still to bear the shame
of foreign chains around us.
And so I said the mountain glen
I'll meet at morning early.
And I'll join the bold united men
While soft winds shook the barley. 
'Twas sad I kissed away her tears
My fond arm round her flinging.
When a foe, man's shot burst on our ears
From out the wild woods ringing.
A bullet pierced my true love's side
In life's young spring so early.
And on my breast in blood she died
While soft winds shook the barley. 
But blood for blood without remorse
I've ta'en at oulart hollow.
I've lain my true love's clay like corpse
Where I full soon must follow.
Around her grave I've wandered drear
Noon, night, and morning early.
With breaking heart when e'er I hear
The wind that shakes the barley.",6
"The river is deep and the road is long,
daylight comes and I want to go home. 
Awoke this morning
to find my people's tongues were tied
and in my dreams
they were given books to poison their minds.
The river is deep and the mountain high,
how long before the other side. 
We are their mortar,
their building bricks and their clay.
Their gold teeth mirror
both our joys and our pain.
The river is deep and the ocean wide,
who will teach us how to read the signs. 
The earth is our mother
she taught us to embrace the light,
now the lord is master
she suffers an eternal night.
You blocked up my ears,
you plucked out my eyes,
you cut out my tongue,
you fed me with lies, 
oh lord.",5
"If it were within our power,
beyond the reach of slavish pride.
To no longer harbour grievances,
behind the mask's opportunists facade.
We could welcome the responsibilty
like a long lost friend,
and re-establish the kingdom of laughter
in the dolls house once again.
For time has imprisoned us
in the order of our years,
in the discipline of our ways
and in the passing of momentary stillness
we can view our chaos in motion
and the subsequent collisions of fools
well versed in the subtle art of slavery. 

",5
"All your ships
Have left their moorings
Cast adrift
On the Sargasso Sea
Waiting for the wind
To set your sails free

When you reach
The end of your rainbow
Chasing shadows
And down on your luck
Look for the sign
Look for a sign

As you rise to the very top
Of your mountain
Just remember those
Poor lost souls
On their way down

You taught me patience
Was a virtue
I took my time
Let Nature take her cause
All was revealed
All in good time

Turn back your clocks
Open up your memories
Beneath the veil
Where time stands still
You showed me a sign
You showed me the sign",6
"Saw the demonstration
On remembrance day
Lest we forget the lesson
Enshrined in funeral clay
History is never written
By those who've lost
The defeated must bear witness to
Our collective memory loss

With every generation comes
Another memory lapse
See the demonstrations of
Failing to learn from our past
We live in the dream time
Nothing seems to last
Can you really plan a future
When you no longer have a past

Memories fall from the trees
Amnesia
Memories like autumn leaves

If we are subject to
Empirical minds
I wonder what lies beyond
Our memory's confines
If memory is the true
Sum of who we are
May your children know the truth
And shine like the brightest star

Memory, help me see
Amnesia
Memory, set me free

All my love and all my kisses
Sweet Mnemosyne
All my love and all my kisses
Sweet Mnemosyne
Sweet Mnemosyne",6
"We are ancients
As ancient as the sun
We came from the ocean
Once our ancestral home
So that one day
We could all return
To our birthright
The great celestial dome

We are the children of the sun
Our journey's just begun
Sunflowers in our hair
We are the children of the sun
There is room for everyone
Sunflowers in our hair

Throughout the ages
Of iron, bronze, and stone
We marveled at the night sky
And what may lie beyond
We burned offerings
To the elemental ones
Made sacrifices
For beauty, peace and love

We are the children of the sun
Our kingdom will come
Sunflowers in our hair
We are the children of the sun
Our carnival's begun
Our suns will fill the air

And you know it's time
To look for reasons why
Just reach up and touch the sky
To the heavens we'll ascend
We are the children of the sun
Our journey has begun

All the older children
Come out at night
Anemic, soulless
Great hunger in their eyes
Unaware of the beauty
That sleeps tonight

And all the queen's horses
And all the king's men
Will never put these children back
Together again

Faith, hope, our charities
Greed, sloth, our enemies

We are the children of the sun
We are the children of the sun",7
"Sometimes
I feel like I want to live
Far from the metropolis
Just walk through that door
Sometimes
I feel like I want to fly
Reach out to the painted sky
A prisoner to the wind 
A bird on the wing

Sometimes
I feel the ocean in my blood
See rain from the sky above
Her salt brined tears
And now
Those tears leave taste on my tongue
Like the warm rush you get from
Black opium
Black opium

Sometimes
I feel like I want to leave
Behind all these memories
And walk through that door
Outside
The black night calls my name
But all roads look the same
They lead nowhere
They lead nowhere",5
"[Bobby] Dear Erica, I would cherish you more than life itself.
[Yas] Wait, no you wouldn't.-
[Bobby] Don't Listen to him, he only cares about himself.-
[Yas] alright -
[Bobby] See I would be there through thick and thin,
in sickness and in health, from beginning to end.
You gotta decide, me or him, Erica, tell me I'm curious.
[Yas] Bobby, I didn't mean to cut you off but are you really being serious?
You sound delirious, I can't believe I'm hearing this,
Erica's my girl, she always has been, period.
She hates you, what makes you think she would date you?
You got a new girl, like every week, at least I'm faithful.
[Bobby] Erica, take my advice, like how long have you known me?
I know Yas, he's the kind that'd leave you stranded and lonely.
Why are you lying to me?
So don't come crying to me.
###
### just me,
and all I want is a chance,
but you can't make up your mind.
- Erica please.
[Joss Stone]
I was happy at the time,
never knowing who was mine.
Now I hear your heart is broken.
- Erica please.
[Joss Stone]
I was happy at the time,
never knowing who was mine.
Now I hear your heart is broken.
[Bobby] Hold up, wait a minute,
I ain't afraid of commitment, but Yas is,
trust me, he'd be gone in an instant.
[Yas] Bobby's obsessive, he sleeps next to your pictures.
Now, let me go get Justin to cry you one more river.
- Cry me a river.
### big on pleasing but he acts like he mastered it.
I heard two minutes and he's sexually inadequate.
[Bobby] Okay, Yas, he's a loser, and I don't see the attraction,
all those pickup lines he uses, he read 'em in the last Maxim.
And ask him about how he likes to flirt with strangers.
He'd drop you in a second to watch the Indiana Pacers.
[Yas] Bobby, come on, you and Erica are dead wrong,
you'd have better luck hooking up with Stifler's Mom.
[Bobby] Listen, Erica's my soulmate, my fate, my world,
so get that through your head and go chase some other girl.
[Yas] Now Erica's my dream, my Billie Jean, my life.
Now is it him or is it me? You shouldn't have to think twice.
[Joss Stone]
I was happy at the time,
never knowing who was mine.
Now I hear your heart is broken.
- Erica please.
I was happy at the time,
never knowing who was mine.
Now I hear your heart is broken.
[Yas] Yo, you need to - pay me a listen, and -uh- follow my vision,
and -uh- stop playing mind games and make a decision.
[Bobby] Listen up, Erica, this whole charade feels senseless.
Never knew a girl could come between friendships.
[Joss Stone]
I never meant for this to grow so far,
I'm waiting to find out who you are.
[Bobby] Erica the beautiful
[Yas] slash dangerous,
[Bobby] slash hateful, 
[Yas] slash painful,
[Bobby] she's my dark angel
[Yas] oh what a tangled web she weaves, 
[Bobby] truly mine, 
[Yas] truly yours, 
- Erica please.
[Joss Stone]
I was happy at the time,
never knowing who was mine.
Now I hear your heart is broken.
- Erica please.
I was happy at the time,
never knowing who was mine.
Now I hear your heart is broken.
Broken.
Broken.
Broken.",5
"[Young Girls]
We Fall, We Fall
We Fall, We Fall
We Fall, We Fall
We Fall, We Fall

The harder they come, the harder they fall.
The quicker they come, the quicker they crawl.
Dead Celeb's coming back with this brand new track.
Here's another taste from our swinging battle axe.

You wanna be a star, here's a gimmick and a style,
To mimmick and free clothes to help design your image.
I feel like the only way I'll see fame and wealth,
Is to kill myself the same week my record hits the shelf.
All you really need is a record label budget,
Then watch the machine force feed it to the public.
Hate it or love it, watch it or unplug it.
Careers disappear quicker than next week's club hit.
You're just a puppet on a string I'm your master.
You're not cut out to sing, you might as well be an actor.
Or write a chapter how sex sells music,
Nobody likes your songs, they watch your videos muted.
Mixed and diluted, polluted trashed will crash.
This prostitute music selling songs with ass,
I gasp for breath, Dead Celeb pass the test.
Music for a living? I can't ask for less.

The harder they come, the harder they fall.
The quicker they come, the quicker they crawl.
Dead Celeb's coming back with this brand new track.
Here's another taste from our swinging battle axe.
The harder they come, the harder they fall.
The quicker they come, the quicker they crawl.
Dead Celeb's coming back with this brand new track.
Here's another taste from our swinging battle axe.

Fuck mass appeal and fuck keeping it real,
I feel I need to date Tommy Matola for a record deal.
What would you do for that big contract?
Change your face like Michael, be on American Idol?
Act homicidal and eat your own intestines.
I thought we were musicians not Fear Factor contestants.
Overnight stars want credit? Forget it.
Yeah, you went platinum, but who bought your record?
Extra philosophy, behind a music prodigy.
The next best thing since The Motley Crue Biography.
It's like Gods become a shark in deep water.
You swim up to the mainstream, then you bite the author.
You could be a star, too, if you're near edges.
Fuck the opinions of these haters and critics.
They can be so cynic, quick to call you a gimmick.
You can't tarnish my image, you can't write it, I live it.

The harder they come, the harder they fall.
The quicker they come, the quicker they crawl.
Dead Celeb's coming back with this brand new track.
Here's another taste from our swinging battle axe.
The harder they come, the harder they fall.
The quicker they come, the quicker they crawl.
Dead Celeb's coming back with this brand new track.
Here's another taste from our swinging battle axe.

[Guitar Solo]

The harder they come, the harder they fall.
The quicker they come, the quicker they crawl.
Dead Celeb's coming back with this brand new track.
Here's another taste from us swinging battle axe.
The harder they come, the harder they fall.
The quicker they come, the quicker they crawl.
Dead Celeb's coming back with this brand new track.
Here's another taste from us swinging battle axe.

",5
"Look what you're doin' to me
I'm utterly at your whim all of my defenses down
Your camera looks through me with it's X-ray visions
And all systems run aground

All I can manage to push from my lips
Is a stream of absurdities
Every word I intended to speak
Winds up locked in the circuity

No way to control it, it's totally automatic
Whenever you're around
I'm walking blindfolded, completely automatic
All of my systems are down, down, down, down
Automatic, automatic

What is this madness that makes my motor run
My legs too weak to stand
I go from sadness to exhilaration
Like a robot at your command

My hands perspire and shake like a leaf
Up and down goes my temperature
I summon doctors to get some relief
But they tell me there is no cure, they tell me

No way to control it, it's totally automatic
Whenever you're around
I'm walking blindfolded, completely automatic
All of my systems are down, down, down, down
Automatic, automatic, automatic, automatic

Look what you're doin' to me
I'm utterly at your whim all of my defenses down
Your camera looks through me with it's X-ray visions
And all systems run aground

All I can manage to push from my lips
Is a stream of absurdities
Every word I intended to speak
Winds up locked in the circuity

No way to control it, it's totally automatic
Whenever you're around
I'm walking blindfolded, completely automatic
All of my systems are down, down, down, down
No way to control it, it's totally automatic
Whenever you're around

",5
"When you stay contrite praying for the gods,
Someone is talking and trying to command your mind,
And with the money of innocent people benevolence,
Made a machine of illusion to command the world (humanity)

While you destroy yourself on this state of mind,
I'd like to tell you some truth (lie, shit, nothing)
Cause there's no Buddha, no ALA, no Jesus Christ, to forgive
What your religion used to do.

Centuries of war made in name of one god, and millions of
Children are killed with out even know why.

I don't believe that this seat can put your life in peace, and if
You care, I don't mind if one day you're gonna get rich,
Religion never gave people better life, only work on his rule,
And use people, etnie-sand races to make money for his own.",6
"You might not like the look of my friend
Or the excuses you will hear her give
Hollow eyes and terrible skin would work if only she could fit in
Her and her boy like to lie under the calm of the eastern moon
Yeah her and her boy like to ride upon a needle, needle and spoon
She's in the garden now and I run with it I run with it yeah
A pretty garden made in mind
And when she's cut she's cut and I run with it I run with it yeah
When she's in the garden she's alright
So you're finally here you look more dead than you do alive
The reasons obviously clear but I wonder if you question why
Their bodies are well educated on the poppies that keep then thin
Their love for each other is stated more than others could
More than others think
She's in the garden now and I run with it I run with it yeah
A pretty garden made in mind
And when she's cut she's cut and I run with it I run with it yeah
When she's in the garden she's alright",5
"I pray for the love
That's fallen from grace
The tears left behind
Won't wash from my face
I'm left with all these feelings
But nothing fills the space
Of the love that once was
That's fallen from grace
Every little picture
Hanging on the wall
Every little trace of you
I've found them all
I close my eyes
It's all I can do
Everywhere I look
I see some part of you
Been through every reason
And they all seem to fit
No one's pleaded guilty now
There's nothing to admit
There's no one to blame baby
Once you believe
''cause people only touch and go
But love will never leave
 I pray for the love
That's fallen from grace
The tears left behind
Won't wash from my face
I'm left with all these feelings
But nothing fills the space
Of the love that once was
That's fallen from grace
I'm a little disappointed
I'm a little bit relieved
I feel a little sorry baby
I feel a bit deceived
No no not by you darlin'
I know love's demanding
Live and learning every day
But never understanding
Shattered dream and memories of you
Left hanging over me
A cross to bear
When love cools
A crown of thorns
For the queen of fools
I pray for the love
That's fallen from grace
The tears left behind
Won't wash from my face
I'm left with all these feelings
But nothing fills the space
Of the love that once was
That's fallen from grace",5
"It's all been said before by better men than I and it's all been done before. 
Don't know why I bother trying. I'm on the verge of a NERVOUS BREAKDOWN. 
It all happend so fast. I'm on the verge of a NERVOUS BREAKDOWN. 
Don't know how long I'll last. I'm on the verge of ANOTHER BREAKDOWN. 

It all happend so fast. I'm on the verge of ANOTHER BREAKDOWN. 
Don't know how long I'll last. 
It's all been done before by better men than I and it's all been said before. 
Don't know why I bother trying. I'm on the verge of a NERVOUS BREAKDOWN. 

It all happened so fast. I'm on the verge of a NERVOUS BREAKDOWN. 
Don't know how long I'll last. I'm on the verge of ANOTHER BREAKDOWN. 
It all happend so fast. I'm on the verge of ANOTHER BREAKDOWN
Don't know how long I'll last. 

Fashion over function, style over substance, two things I still can't grasp. 
So who knows how long we'll last. I'm on the verge of another breakdown, 
I'm on the verge of a nervous breakdown.",5
"Down at the arsenal they keep the nerve gasses
Guarded day and night by caged white rabbits
Been sitting there for years, I'm gonna have at it
I cut through the fence, run right in and grab it, go crazy, crazy
Crazy, crazy, crazy, crazy, crazy, crazy, crazy

Now I got my own mustard gas in my pocket
Climb on a tree on a branch and drop it
On a country club full of Saturday golfers
So I can watch them die chokin' shakin' in convulsions, go crazy, crazy
Crazy, crazy, crazy, crazy, crazy, crazy, crazy

Chemical warfare, chemical warfare
Chemical warfare, warfare, warfare 
Chemical warfare, chemical warfare
Chemical warfare, warfare, warfare 

Panic in the air, see the headless chickens runnin'
Golf carts head-on crashin' crackin' heads wide open
Scratch the grass, mister, you can't breathe
And roll and writhe in a sandtrap, starting to heave
Claw those clubs, lemme see you seethe
Crazy, crazy, crazy, crazy, crazy, crazy, crazy

Chemical warfare, chemical warfare
Chemical warfare, warfare, warfare 
Chemical warfare, chemical warfare
Chemical warfare, warfare, warfare  

Yellow air
Yellow clouds
Blowin' down down down the fairway, sensitive to the touch
Mowin' down, down the putting green heading straight for the big clubhouse where

The stuffed country club
Effervescent ladies, so carefree
Relax, pose by the pool
Limber limp with a dry martini
Until

Oh shit, what is going on in here?!

Chemical warfare, chemical warfare
Chemical warfare, warfare, warfare 
Chemical warfare, chemical warfare
Chemical warfare, warfare, warfare",3
"I don't want to think, don't make me care, I want to melt in with the group
I need the balls to leap out of my shell and let go with my friends 

Can't come up with anything I want to do I need a project I can finish my brain needs some stimulation

Drug me
Drug me
Drug me
Drug me

I'm so fucking tired, I gotta stay awake
I'm runnin' late I gotta make it through the day and make my time go by 

TV and the stereo and girls are lots of fun
I want the max I relate better loaded, 'gotta see that movie stoned' 

Drug me
Drug me
Drug me
Drug!

Drug me with natural vitamin C
Drug me with pharmaceutical speed
Drug me with your sleeping pills
Drug me with your crossword puzzles
Drug me with your magazines
Drug me with your fuck machines
With a fountain of fads, more rock and roll ads
Drug me, drug me, drug me-me-me 

Finally off of work unwind and watch the ball game at the bar
Another potato chip weekend is here at last 

Go away, go away, go away, go away, go away
Leave me alone so I can't see myself

Drug me
Drug me
Drug me
Drug me",5
"I don't need your way of life 
I can't stand your attitudes 
I can do without your strife 
I don't need this fucking world 
I don't need this fucking world 

This world brings me down 
Gag with every breath 
This world brings me down 
I'm looking forward to death 

It seems so unreal to me
So much hate and so mouch pity
I can't take another day
It's such a bore
It gets me really sore
I don't need this fucking world
I don't need this fucking world 

This world brings me down
Gag with every breath
This world brings me down
I'm looking forward to death
Looking forward to death
Looking forward to death",3
"Sunny Sunday at the amusement park
See the fat kids spill their pop, ooh babe
Lots of flags and balloons
But someone sabotaged the rollercoaster last night 

Ran a turn and then it smashed right down
Through the crowded haunted house below, oh no!
Human hamburger, no 

And it's crushed little kids
Crushed little kids
Crushed little kids adorn the boardwalk 

Crushed little kids adorn the boardwalk
Crushed little kids adorn the boardwalk
Crushed little kids adorn the boardwalk
Crushed little kids adorn the board-

See the tourists drop their jaws and cones
See the owners smell a big lawsuit, oh, police!
Call your lawyer first
Make the witnesses go home and they'll turn on the TV 

And see crushed little kids
Crushed little kids
Crushed little kids adorn the boardwalk
Crushed little kids
Crushed little kids
Crushed little kids adorn the boardwalk 

Crushed little kids adorn the boardwalk
Crushed little kids adorn the boardwalk
Crushed little kids adorn the boardwalk",4
"So, you've been to school
For a year or two
And you know you've seen it all
In daddy's car
Thinking you'll go far
Back east your type don't crawl

Playing ethnicky jazz
To parade your snazz
On your five-grand stereo
Braggin' that you know
How the niggers feel cold
And the slum's got so much soul

It's time to taste what you most fear
Right Guard will not help you here
Brace yourself, my dear
Brace yourself, my dear

It's a holiday in Cambodia
It's tough, kid, but it's life
It's a holiday in Cambodia
Don't forget to pack a wife

You're a star-belly snitch
You suck like a leech
You want everyone to act like you
Kiss ass while you bitch
So you can get rich
While your boss gets richer off you

Well, you'll work harder
With a gun in your back
For a bowl of rice a day
Slave for soldiers
Till you starve
Then your head is skewered on a stake

Now you can go where the people are one
Now you can go where they get things done
What you need, my son...
What you need, my son...

Is a holiday in Cambodia
Where people are dressed in black
A holiday in Cambodia
Where you'll kiss ass or crack

Pol Pot, Pol Pot, Pol Pot, Pol Pot

It's a holiday in Cambodia
Where you'll do what you're told
It's a holiday in Cambodia
Where the slums got so much soul
Pol Pot",5
"God told me to skin you alive

I kill children
I love to see them die
I kill children
And make their mamas cry
Crush 'em under my car
I want to hear them scream
Feed 'em poison candy
Spoil their Halloween 

So you're in the kids' ward
You're in there 'cause you're ill
How about some Pavulon so I can see you chill 
Time to hit the school bus
I think I'll shoot out the tires
Offer them a helping hand of open telephone wires 

Ever wanted to die?
Of course you have
But I won't till I get my revenge
Been fucked far, far too many ways
I don't want to see people any more 
Things I never ever saw before
Make me see them for the shit they are
Take as many as I can away with me
Anyone can be king for a day 

So I kill children
I love to see them die
I kill children
And make their mamas cry
I kill children
I bang their heads in doors
I kill children
Can hardly wait for yours
Can hardly wait for yours
Can hardly wait for yours
Can hardly wait for yours
Can hardly wait for yours
Can hardly wait for yours
Can hardly wait for yours
Yours",5
"In a desperate mind
Little gardens grow
They grow very wide
They grow very tall 

Why am I alive?
Urban Wonderland
By the fence I stand
In and out of hand 

There are many paths
Dripping dark so dense
Do not enter here
Enter over there 

Why am I alive?
Urban Wonderland
By the fence I stand
In and out of hand 

People closing in
Barking at my mind
Shouting ""do you mind?""
I want all alone 

I want my own home
I want my own girl
Help me hate the world
Own and love my life

Why am I alive?
Urban Wonderland
By the fence I stand
In and out of hand",5
"The Landlord's here to visit
They're blasting disco down below
Says, ""I'm doubling up the rent
'Cause the building's condemned
You're gonna help me buy City Hall"" 

But we can
You know we can
But we can, you know we can
Let's lynch the landlord man 

I tell him 'turn on the water'
I tell him 'turn on the heat'
Tells me 'all you ever do is complain'
Then they search the place when I'm not here 

But we can
You know we can
But we can
You know we can
Let's lynch the landlord
Let's lynch the landlord
Let's lynch the landlord man 

There's rats chewin' up the kitchen
Roaches up to my knees
Turn the oven on, it smells like Dachau, yeah
Till the rain pours through the ceiling 

But we can
You know we can
But we can
You know we can
Let's lynch the landlord
Let's lynch the landlord
Let's lynch the landlord man 

The landlord man",4
"We ain't going to the party
We ain't going to the game
We ain't going to the disco
Ain't gonna cruise down Main 

We're stealing people's mail
Stealing people's mail
Stealing people's mail
Stealing people's mail
Stealing people's mail
On a Friday night 

Drivin' in the mountains
Winding 'round and 'round
Rummage through your mailboxes
Take your mail back to town 

And we got license plates, wedding gifts, tax returns
Checks to politicians from real estate firms
Money, bills and cancelled checks
Pretty funny pictures of your kids 

We're gonna steal your mail
On a Friday night
We're gonna steal your mail
By the pale moonlight 

We got grocery sackful after grocery sackful
After grocery sackful after grocery sackful
After grocery sackful after grocery sackful
Of the private lives of you

People say that we're crazy
We're sick and all alone
But when we read your letters
We're rolling on the floor 

And we got license plates, wedding gifts, tax returns
Checks to politicians from real estate firms
Money, bills and cancelled checks
We cut relationships with your friends 

We're gonna steal your mail
On a Friday night
We're gonna steal your mail
By the pale moonlight 

We better not get caught
We'll be dumped in institutions
Where we'll be drugged and shocked
Till we come out born-again Christians

Stealing people's mail
Stealing people's mail
Stealing people's mail
Stealing people's mail
On a Friday night, n-n-n-night",4
"Bright light city gonna set my soul
It's gonna set my soul on fire
Got a whole lot of money that's ready to burn
So get those stakes up high 

There's a thousand pretty women waiting out there
They're all waiting, the devil may care
And I'm just the devil with love to spare, so 

Viva Las Vegas
Viva Las Vegas
Viva Las Vegas 

How I wish that there were more
Than the twenty-four hours in the day
Even if I ran out of speed
Boy, I wouldn't sleep a minute of the way 

Oh, that blackjack and poker and the roulette wheel
A fortune might be lost on every deal
All you need is sonar and nerves of steel, so 

Viva Las Vegas
Viva Las Vegas
Viva Las Vegas 

Viva Las Vegas
Where the neon signs flash your name
The one-arm bandits cash in
All those hopes down the drain

Viva Las Vegas
Turning day into nighttime
Turning night into daytime
If you see it once
You'll never be the same again 

Gotta keep on running
Gonna have me some fun
If it costs me my very last dime
If I wind up broke
Then I'll always remember that
I had a swingin' time 

Ooh, I'm gonna give it everything I've got
Lady Luck's with me, the dice stay hot
Gotta coke up my nose to dry away the snot, so 

Viva Las Vegas
Viva Las Vegas
Viva Las Vegas
Viva, viva Las Vegas, whee!",6
"Are you believing the morning papers?
War is coming back in style
There's generals here, advisers there
And Russians nibbling everywhere
The chessboard's filling up with red
We make more profits when we blow off their heads 

Economy is looking bad, lLet's start another war (when ya get drafted!) 
Fan the fires of racist hatred, we want total war (when ya get drafted!) 

Drooling fingers, panic buttons
Playing with missiles like they're toys
There's easy money, easy jobs
Especially when you build the bombs
That blow big cities off the map
Just guess who profits when we build 'em back up 

Yeah, what Big Business wants Big Business gets, it wants a war (when ya get drafted!) 
Trilateral Commission goonies laugh and scheme for more (when ya get drafted!) 

Call the Army, call the Navy, stocked with kids from slums (when ya get drafted!) 
If you can't afford a slick attorney we might make you a spy 

Forget your demonstrations, kids today sit on their ass (when ya get drafted!) 
Just a six-pack and you're happy we're prepared for when ya get drafted
When ya get drafted!",6
"Your mommy told you this and your daddy told you that
Always think like this and never do that
You learned so many feelings but what is there to that
Which are really yours or are you just a copycat?

Your school told you this and your church told you that
Memorize this and don't you dare look at that
They're all so concerned to make their thoughts into yours
Just a tape recorder mimicking of the bores 

You're so boring, boring, boring
Always tape machine recording
You're so boring, boring, boring
I've heard all this before 

Planless and mindless scraps from anywhere
Bunch of used parts from garbage pails everywhere
Frankenstein became a monster just like you
Your scars only show when someone talks to you 

You're so boring, boring, boring
Always tape machine recording
You're so boring, boring, boring
I've heard all this before
I've heard all this before
I've heard all this before

Your emotions make you a monster
Your emotions make you a monster
Your emotions make you a monster
Your emotions make you a monster",1
"Why are such a stupid asshole?
Would you really like to know? 
Well, pay your fee, remove your clothes and Yvette will show you how
You went to school where you were taught to fear and to obey
Be cheerful, fit in, or someone might think you're weird
Life can be perfect, people can be trusted
Someday, I will fall in love, a nice quiet home of my very own
Free from all pain, happy and having fun all the time
It never happened, did it?",6
"Dog Bite""

Dog bite
On my leg
Not right
Supposed to beg 
Daily to the filling station
Underwater navigation 

Oh
Oh
Oh",5
